id,nama,lokasi_resto,menu_restoran,nama_produk,delivery_time,nama_pembeli,id_pembeli,lokasi_pembeli,review,rating,harga_jual,jumlah_dilihat
262,Seller262,Surabaya,Little Caesars,Chicken,42,User3953,3376,Jakarta,Excellent,3.73,7.12,338
263,Seller263,Surabaya,KFC,Burger,33,User6702,7580,Surabaya,Poor,3.9,59.2,994
264,Seller264,Bandung,Taco Bell,Ice Cream,52,User2294,4351,Jakarta,Good,3.49,25.23,988
265,Seller265,Jakarta,Popeyes,Taco,19,User7369,4375,Surabaya,Excellent,1.58,53.26,63
266,Seller266,Jakarta,Chipotle,Donut,43,User6324,5711,Bandung,Average,2.37,72.86,451
267,Seller267,Surabaya,Taco Bell,Donut,42,User9853,3197,Jakarta,Average,4.95,89.93,816
268,Seller268,Bandung,Little Caesars,Taco,54,User6441,9858,Surabaya,Average,4.89,27.88,176
269,Seller269,Bandung,Subway,Salad,52,User2084,1912,Bandung,Poor,3.35,34.98,530
270,Seller270,Jakarta,Dunkin' Donuts,Burger,26,User6948,214,Jakarta,Good,2.03,88.96,467
271,Seller271,Bandung,Jack in the Box,Burger,16,User7711,1065,Jakarta,Average,2.24,59.77,555
272,Seller272,Jakarta,Pizza Hut,Ice Cream,31,User4013,741,Bandung,Good,4.9,84.61,640
273,Seller273,Bandung,Dunkin' Donuts,Pizza,40,User7629,3747,Bandung,Average,4.2,52.34,957
274,Seller274,Jakarta,Taco Bell,Chicken,50,User6308,720,Bandung,Poor,1.14,34.02,272
275,Seller275,Bandung,Burger King,Sandwich,37,User2564,6404,Surabaya,Good,1.93,60.41,926
276,Seller276,Surabaya,KFC,Pasta,29,User5534,8827,Jakarta,Good,3.95,33.9,688
277,Seller277,Surabaya,Burger King,Salad,43,User3845,1421,Jakarta,Poor,1.03,52.28,956
278,Seller278,Bandung,Chipotle,Pizza,34,User9224,8498,Bandung,Excellent,3.28,60.88,305
279,Seller279,Bandung,Jack in the Box,Sandwich,21,User6565,6727,Bandung,Excellent,1.8,59.52,147
280,Seller280,Surabaya,McDonald's,Pasta,22,User8309,9814,Jakarta,Good,2.72,38.2,500
281,Seller281,Jakarta,Starbucks,Taco,19,User369,1083,Jakarta,Average,3.47,92.43,841
282,Seller282,Bandung,Popeyes,Burger,27,User9314,6905,Bandung,Excellent,2.6,87.75,138
283,Seller283,Surabaya,Chick-fil-A,Burger,19,User7163,1905,Surabaya,Good,2.76,91.76,688
284,Seller284,Bandung,KFC,Pizza,16,User2223,5418,Bandung,Average,4.58,10.58,391
285,Seller285,Surabaya,Burger King,Pasta,56,User8352,7559,Bandung,Poor,4.65,47.1,60
286,Seller286,Jakarta,Sonic Drive-In,Chicken,50,User7910,3353,Jakarta,Poor,1.39,75.57,738
287,Seller287,Surabaya,Panda Express,Burger,45,User7860,8124,Bandung,Excellent,3.7,61.27,347
288,Seller288,Surabaya,Chipotle,Ice Cream,32,User7687,1632,Bandung,Poor,2.81,89.78,140
289,Seller289,Bandung,Subway,Taco,57,User9368,8706,Jakarta,Poor,2.39,84.69,823
290,Seller290,Surabaya,Five Guys,Taco,30,User7307,8932,Surabaya,Poor,1.57,85.35,454
291,Seller291,Bandung,Dunkin' Donuts,Ice Cream,52,User341,6259,Surabaya,Poor,3.44,91.93,249
292,Seller292,Jakarta,Domino's Pizza,Chicken,57,User9607,972,Bandung,Good,1.31,74.9,948
293,Seller293,Bandung,Little Caesars,Pizza,16,User3130,512,Jakarta,Good,4.83,6.44,724
294,Seller294,Surabaya,Sonic Drive-In,Coffee,32,User3134,3133,Jakarta,Excellent,2.31,88.64,849
295,Seller295,Surabaya,Sonic Drive-In,Pasta,32,User2559,526,Bandung,Good,2.19,94.43,380
296,Seller296,Surabaya,Dunkin' Donuts,Donut,18,User9621,7475,Surabaya,Excellent,4.04,15.18,609
297,Seller297,Surabaya,Wendy's,Ice Cream,48,User4802,2616,Jakarta,Average,1.02,51.85,424
298,Seller298,Bandung,Starbucks,Coffee,19,User1815,1384,Jakarta,Average,1.49,98.98,955
299,Seller299,Bandung,Arby's,Donut,31,User6969,3535,Bandung,Average,1.05,57.35,769
300,Seller300,Surabaya,Taco Bell,Sandwich,31,User4655,7000,Jakarta,Average,2.75,82.47,514
301,Seller301,Bandung,Pizza Hut,Burger,45,User8804,6695,Bandung,Average,4.79,12.62,473
302,Seller302,Jakarta,Arby's,Donut,21,User8021,3808,Surabaya,Excellent,2.08,85.34,825
303,Seller303,Jakarta,Taco Bell,Chicken,55,User804,6446,Jakarta,Good,3.37,89.11,822
304,Seller304,Jakarta,Chick-fil-A,Salad,26,User9968,6162,Jakarta,Good,1.87,68.32,812
305,Seller305,Surabaya,Dunkin' Donuts,Coffee,51,User7054,1523,Surabaya,Good,4.1,73.8,217
306,Seller306,Jakarta,Domino's Pizza,Salad,43,User2218,5988,Surabaya,Average,4.5,99.76,477
307,Seller307,Bandung,Jack in the Box,Taco,50,User729,7838,Jakarta,Excellent,4.41,71.54,381
308,Seller308,Jakarta,Five Guys,Coffee,32,User3641,7491,Bandung,Average,2.12,19.5,79
309,Seller309,Bandung,McDonald's,Taco,46,User1195,1235,Surabaya,Good,1.22,79.73,888
310,Seller310,Bandung,Wendy's,Pasta,32,User5013,16,Jakarta,Excellent,4.89,9.3,722
311,Seller311,Jakarta,Chipotle,Taco,57,User235,643,Surabaya,Good,4.51,60.45,886
312,Seller312,Surabaya,KFC,Sandwich,50,User7519,8288,Bandung,Good,4.15,21.86,515
313,Seller313,Jakarta,Wendy's,Pizza,18,User6701,344,Surabaya,Excellent,2.6,60.34,351
314,Seller314,Bandung,Popeyes,Pizza,30,User3965,1193,Jakarta,Average,3.95,5.21,838
315,Seller315,Bandung,Taco Bell,Coffee,41,User2535,1797,Bandung,Poor,2.54,68.53,631
316,Seller316,Surabaya,Jack in the Box,Burger,29,User9326,1246,Surabaya,Average,3.91,18.84,568
317,Seller317,Surabaya,Panda Express,Pizza,28,User9897,2360,Surabaya,Excellent,2.26,50.08,289
318,Seller318,Surabaya,Wendy's,Donut,56,User1121,8718,Bandung,Good,1.22,55.7,248
319,Seller319,Bandung,Five Guys,Burger,48,User2658,6076,Bandung,Good,4.69,27.95,230
320,Seller320,Surabaya,Starbucks,Chicken,43,User1365,5784,Jakarta,Average,4.25,19.94,707
321,Seller321,Jakarta,Panda Express,Burger,23,User1904,1879,Jakarta,Poor,3.75,58.24,673
322,Seller322,Surabaya,KFC,Chicken,20,User7447,9937,Surabaya,Average,2.8,5.98,995
323,Seller323,Bandung,Pizza Hut,Pasta,40,User7381,2425,Bandung,Excellent,1.57,61.64,669
324,Seller324,Bandung,Dunkin' Donuts,Salad,25,User1183,4816,Jakarta,Poor,2.09,96.27,162
325,Seller325,Surabaya,Subway,Taco,34,User768,3347,Surabaya,Average,1.01,27.01,913
326,Seller326,Jakarta,Chipotle,Sandwich,39,User4481,1746,Jakarta,Good,4.36,32.23,223
327,Seller327,Jakarta,Dunkin' Donuts,Pizza,50,User1984,1800,Bandung,Average,1.55,65.2,248
328,Seller328,Bandung,Pizza Hut,Taco,27,User245,6852,Surabaya,Good,4.1,56.85,613
329,Seller329,Jakarta,Starbucks,Salad,18,User9955,3314,Jakarta,Excellent,2.72,39.63,119
330,Seller330,Bandung,McDonald's,Sandwich,24,User8135,596,Jakarta,Average,2.11,52.5,645
331,Seller331,Surabaya,Subway,Sandwich,35,User5705,7819,Jakarta,Good,4.37,33.86,641
332,Seller332,Jakarta,Little Caesars,Chicken,48,User1912,8441,Surabaya,Poor,2.25,85.91,242
333,Seller333,Jakarta,Subway,Salad,29,User7815,8225,Bandung,Poor,1.11,65.32,396
334,Seller334,Surabaya,McDonald's,Pasta,33,User143,9280,Bandung,Poor,4.06,97.75,818
335,Seller335,Jakarta,Five Guys,Taco,40,User9162,3644,Bandung,Poor,2.43,26.81,420
336,Seller336,Jakarta,Panda Express,Pasta,26,User5238,945,Jakarta,Poor,1.56,11.12,881
337,Seller337,Bandung,Wendy's,Sandwich,19,User5042,9560,Bandung,Poor,1.52,67.69,205
338,Seller338,Bandung,McDonald's,Chicken,28,User3671,9847,Bandung,Excellent,3.12,36.39,417
339,Seller339,Surabaya,Panda Express,Donut,20,User1409,4073,Jakarta,Average,3.09,40.02,122
340,Seller340,Bandung,Domino's Pizza,Pasta,46,User2101,8158,Bandung,Good,1.99,97.51,943
341,Seller341,Surabaya,McDonald's,Sandwich,46,User367,9605,Surabaya,Good,2.65,49.39,433
342,Seller342,Bandung,Panda Express,Pasta,46,User4897,8751,Bandung,Excellent,4.76,92.74,705
343,Seller343,Surabaya,Taco Bell,Salad,37,User9918,6824,Jakarta,Poor,2.41,50.2,523
344,Seller344,Bandung,Little Caesars,Sandwich,23,User3412,4826,Jakarta,Poor,2.6,89.61,767
345,Seller345,Bandung,Burger King,Taco,41,User9981,9577,Jakarta,Excellent,3.87,20.32,432
346,Seller346,Surabaya,Panera Bread,Coffee,24,User1533,1047,Surabaya,Poor,4.64,70.93,621
347,Seller347,Bandung,KFC,Pasta,24,User3391,9010,Jakarta,Excellent,4.31,61.86,597
348,Seller348,Surabaya,Taco Bell,Ice Cream,27,User5364,3814,Surabaya,Poor,2.78,31.1,719
349,Seller349,Bandung,Taco Bell,Pasta,45,User1635,4751,Surabaya,Good,2.1,81.67,689
350,Seller350,Surabaya,Pizza Hut,Ice Cream,37,User7418,631,Surabaya,Average,4.89,44.35,415
351,Seller351,Jakarta,Dunkin' Donuts,Pasta,26,User3430,551,Surabaya,Average,3.89,18.37,323
352,Seller352,Bandung,Starbucks,Ice Cream,54,User8870,1953,Bandung,Average,2.67,55.68,888
353,Seller353,Jakarta,Panera Bread,Donut,48,User547,2843,Surabaya,Poor,4.64,67.58,927
354,Seller354,Surabaya,Domino's Pizza,Taco,38,User4701,9139,Jakarta,Average,3.35,80.4,463
355,Seller355,Bandung,Panda Express,Pizza,28,User1767,4389,Surabaya,Good,3.73,96.8,480
356,Seller356,Bandung,McDonald's,Ice Cream,38,User1165,3876,Bandung,Average,1.48,78.01,213
357,Seller357,Bandung,Five Guys,Chicken,15,User1238,4459,Jakarta,Good,3.04,42.55,224
358,Seller358,Surabaya,Sonic Drive-In,Taco,53,User647,2759,Bandung,Poor,4.09,54.62,196
359,Seller359,Jakarta,Little Caesars,Chicken,35,User8021,5821,Surabaya,Poor,3.25,11.09,906
360,Seller360,Bandung,Subway,Taco,42,User8240,5871,Surabaya,Poor,4.02,27.05,911
361,Seller361,Jakarta,Little Caesars,Chicken,54,User8897,7625,Surabaya,Average,1.2,28.38,7
362,Seller362,Jakarta,Popeyes,Sandwich,59,User9732,1005,Jakarta,Excellent,4.67,76.88,677
363,Seller363,Jakarta,Burger King,Sandwich,23,User151,481,Surabaya,Good,2.73,71.87,317
364,Seller364,Jakarta,Panera Bread,Salad,17,User6564,5833,Surabaya,Good,3.4,41.95,235
365,Seller365,Surabaya,Little Caesars,Pasta,39,User8581,2905,Jakarta,Excellent,4.93,22.84,888
366,Seller366,Jakarta,Popeyes,Coffee,33,User861,221,Bandung,Good,3.13,60.21,285
367,Seller367,Bandung,Panera Bread,Donut,25,User6009,5647,Surabaya,Average,2.51,66.05,493
368,Seller368,Jakarta,Starbucks,Chicken,55,User4179,1013,Bandung,Poor,3.04,27.77,836
369,Seller369,Surabaya,Popeyes,Pasta,19,User8139,2839,Bandung,Good,3.81,52.13,839
370,Seller370,Surabaya,Panera Bread,Donut,52,User5580,774,Surabaya,Good,3.62,63.76,76
371,Seller371,Bandung,Dunkin' Donuts,Pasta,49,User5321,642,Jakarta,Excellent,2.96,84.68,157
372,Seller372,Bandung,Wendy's,Chicken,54,User5449,139,Bandung,Poor,2.19,70.82,715
373,Seller373,Jakarta,Five Guys,Burger,27,User9169,5491,Bandung,Poor,4.55,90.34,677
374,Seller374,Surabaya,Arby's,Pasta,16,User4297,6867,Bandung,Excellent,2.32,62.04,796
375,Seller375,Surabaya,Panera Bread,Taco,44,User9304,587,Surabaya,Excellent,3.21,29.54,780
376,Seller376,Surabaya,Panda Express,Ice Cream,41,User7114,8872,Surabaya,Excellent,1.94,37.3,184
377,Seller377,Bandung,Popeyes,Coffee,59,User2775,4581,Bandung,Poor,4.76,90.89,767
378,Seller378,Bandung,Sonic Drive-In,Pasta,17,User9999,3378,Surabaya,Average,3.32,15.44,904
379,Seller379,Surabaya,Five Guys,Sandwich,19,User6065,6831,Jakarta,Average,1.51,18.65,562
380,Seller380,Jakarta,Sonic Drive-In,Coffee,34,User2816,1434,Jakarta,Good,4.99,51.29,136
381,Seller381,Jakarta,Jack in the Box,Donut,53,User6521,6163,Jakarta,Poor,1.95,8.48,71
382,Seller382,Jakarta,Taco Bell,Coffee,44,User4418,1448,Surabaya,Good,4.68,98.74,942
383,Seller383,Bandung,Domino's Pizza,Pizza,48,User3216,244,Jakarta,Good,2.72,42.29,956
384,Seller384,Jakarta,Little Caesars,Burger,42,User6197,9142,Jakarta,Excellent,2.94,8.08,671
385,Seller385,Jakarta,Panda Express,Ice Cream,49,User3213,3092,Surabaya,Excellent,2.96,67.53,780
386,Seller386,Surabaya,Starbucks,Taco,15,User3,3934,Jakarta,Excellent,4.24,51.41,983
387,Seller387,Jakarta,Five Guys,Taco,40,User3159,7433,Jakarta,Poor,3.98,98.96,796
388,Seller388,Bandung,Chick-fil-A,Taco,19,User9438,610,Surabaya,Good,4.4,64.81,81
389,Seller389,Surabaya,Panda Express,Pasta,34,User2070,8065,Surabaya,Average,3.97,20.99,338
390,Seller390,Surabaya,Five Guys,Ice Cream,25,User6405,3071,Surabaya,Poor,3.84,37.3,723
391,Seller391,Surabaya,McDonald's,Ice Cream,23,User667,7133,Surabaya,Average,3.87,12.67,312
392,Seller392,Bandung,Chipotle,Sandwich,23,User3547,452,Bandung,Poor,3.29,15.94,712
393,Seller393,Jakarta,Taco Bell,Sandwich,47,User4030,7472,Surabaya,Excellent,2.09,36.2,797
394,Seller394,Jakarta,Wendy's,Salad,34,User6504,7422,Jakarta,Average,4.43,32.34,323
395,Seller395,Jakarta,Jack in the Box,Taco,16,User5068,9313,Jakarta,Average,1.0,64.81,819
396,Seller396,Surabaya,Dunkin' Donuts,Burger,38,User7127,1452,Jakarta,Excellent,4.81,18.74,69
397,Seller397,Surabaya,Panera Bread,Taco,17,User6557,4914,Surabaya,Good,3.6,78.93,488
398,Seller398,Surabaya,Panda Express,Sandwich,22,User8655,3246,Surabaya,Poor,3.73,7.14,561
399,Seller399,Bandung,Chipotle,Sandwich,40,User1644,7599,Surabaya,Average,1.63,86.47,636
400,Seller400,Jakarta,Burger King,Pasta,43,User3047,1459,Jakarta,Excellent,2.77,84.5,537
401,Seller401,Bandung,Subway,Pizza,54,User23,8652,Surabaya,Excellent,4.34,61.71,66
402,Seller402,Bandung,Wendy's,Pizza,58,User1731,3859,Bandung,Average,2.12,46.3,948
403,Seller403,Surabaya,Burger King,Donut,36,User2285,90,Jakarta,Excellent,1.77,42.1,943
404,Seller404,Jakarta,Burger King,Coffee,22,User9600,5042,Surabaya,Average,4.3,74.63,952
405,Seller405,Surabaya,Chipotle,Sandwich,36,User95,480,Bandung,Good,2.33,11.08,954
406,Seller406,Jakarta,McDonald's,Taco,50,User2091,7837,Bandung,Good,4.69,30.35,26
407,Seller407,Bandung,Subway,Chicken,30,User4891,880,Jakarta,Good,4.95,47.73,139
408,Seller408,Bandung,Panda Express,Pasta,58,User3276,7341,Bandung,Good,1.79,86.62,900
409,Seller409,Surabaya,McDonald's,Coffee,32,User5260,1378,Surabaya,Good,2.37,96.08,595
410,Seller410,Bandung,Taco Bell,Ice Cream,33,User1744,1208,Jakarta,Good,2.94,11.69,460
411,Seller411,Bandung,Subway,Salad,54,User4793,2599,Surabaya,Good,2.35,90.94,208
412,Seller412,Bandung,Dunkin' Donuts,Sandwich,30,User3432,5108,Jakarta,Excellent,3.04,93.51,301
413,Seller413,Bandung,Sonic Drive-In,Salad,17,User5311,1958,Surabaya,Average,1.89,57.54,643
414,Seller414,Surabaya,Chipotle,Donut,44,User1176,7665,Jakarta,Good,2.8,99.21,426
415,Seller415,Jakarta,Subway,Burger,36,User6113,1487,Surabaya,Good,3.3,34.74,788
416,Seller416,Bandung,Jack in the Box,Salad,23,User3330,6127,Jakarta,Poor,4.5,56.62,674
417,Seller417,Surabaya,Taco Bell,Pasta,16,User4951,2956,Jakarta,Good,2.37,44.54,447
418,Seller418,Surabaya,Dunkin' Donuts,Sandwich,17,User4206,9100,Bandung,Poor,3.7,55.13,402
419,Seller419,Jakarta,Panda Express,Pasta,22,User6580,5386,Bandung,Poor,1.52,97.43,992
420,Seller420,Jakarta,Sonic Drive-In,Taco,27,User8207,3039,Surabaya,Poor,4.48,24.66,188
421,Seller421,Jakarta,Subway,Sandwich,16,User3962,2664,Surabaya,Excellent,2.02,89.45,63
422,Seller422,Surabaya,Arby's,Sandwich,21,User2968,4193,Surabaya,Good,1.67,91.09,345
423,Seller423,Bandung,KFC,Chicken,16,User7020,1429,Jakarta,Excellent,3.72,85.93,170
424,Seller424,Bandung,Burger King,Coffee,15,User1432,6642,Jakarta,Excellent,4.88,23.44,965
425,Seller425,Bandung,Five Guys,Burger,42,User8138,5601,Jakarta,Average,1.49,56.18,259
426,Seller426,Surabaya,Five Guys,Pizza,38,User947,8077,Bandung,Good,1.35,78.15,195
427,Seller427,Bandung,Pizza Hut,Chicken,27,User937,4181,Bandung,Average,3.18,70.92,252
428,Seller428,Surabaya,Five Guys,Sandwich,25,User4426,6112,Bandung,Excellent,3.35,57.55,126
429,Seller429,Surabaya,Domino's Pizza,Sandwich,22,User1580,9235,Surabaya,Average,2.56,43.48,183
430,Seller430,Bandung,Popeyes,Pasta,40,User6239,5148,Bandung,Good,2.61,35.45,879
431,Seller431,Jakarta,Domino's Pizza,Pizza,24,User4002,7438,Bandung,Good,4.6,90.9,655
432,Seller432,Bandung,Starbucks,Taco,55,User3733,1358,Bandung,Poor,3.91,92.28,379
433,Seller433,Bandung,Dunkin' Donuts,Taco,18,User7706,2260,Bandung,Poor,3.59,81.69,960
434,Seller434,Surabaya,Chipotle,Pasta,29,User7801,2252,Bandung,Average,3.09,23.19,430
435,Seller435,Bandung,Panera Bread,Coffee,58,User8701,7878,Jakarta,Good,2.27,26.4,953
436,Seller436,Jakarta,McDonald's,Coffee,47,User7383,3567,Surabaya,Excellent,2.49,30.97,193
437,Seller437,Bandung,Arby's,Burger,21,User761,8307,Jakarta,Poor,3.26,33.67,16
438,Seller438,Surabaya,Starbucks,Ice Cream,41,User1974,6370,Surabaya,Excellent,3.77,11.5,586
439,Seller439,Bandung,Five Guys,Burger,35,User5417,5961,Surabaya,Average,2.59,38.83,468
440,Seller440,Surabaya,Chick-fil-A,Pizza,40,User3351,492,Bandung,Poor,1.48,32.14,989
441,Seller441,Jakarta,Panera Bread,Coffee,57,User9857,180,Jakarta,Average,1.55,48.85,22
442,Seller442,Surabaya,Dunkin' Donuts,Sandwich,46,User3912,6032,Surabaya,Average,4.3,32.45,15
443,Seller443,Bandung,Taco Bell,Ice Cream,15,User692,9012,Jakarta,Excellent,1.43,82.95,708
444,Seller444,Bandung,Chipotle,Taco,53,User8895,475,Bandung,Excellent,2.41,21.21,460
445,Seller445,Bandung,Pizza Hut,Burger,37,User1626,9846,Bandung,Excellent,1.29,10.1,362
446,Seller446,Jakarta,Domino's Pizza,Coffee,46,User9693,4813,Bandung,Poor,2.96,21.28,670
447,Seller447,Bandung,Dunkin' Donuts,Ice Cream,59,User1835,3101,Bandung,Excellent,1.94,33.57,703
448,Seller448,Bandung,McDonald's,Chicken,34,User7625,7223,Surabaya,Average,4.28,27.87,673
449,Seller449,Jakarta,Taco Bell,Donut,17,User1667,8563,Surabaya,Average,2.64,48.26,846
450,Seller450,Surabaya,Burger King,Sandwich,27,User7198,3648,Surabaya,Excellent,2.27,24.65,761
451,Seller451,Jakarta,Pizza Hut,Sandwich,32,User6914,7503,Surabaya,Poor,4.41,90.35,532
452,Seller452,Jakarta,Arby's,Pizza,42,User2314,9283,Jakarta,Good,1.48,56.69,134
453,Seller453,Bandung,Starbucks,Salad,34,User7748,2894,Jakarta,Poor,3.99,14.39,565
454,Seller454,Bandung,Popeyes,Burger,57,User6356,8599,Surabaya,Excellent,1.12,11.07,317
455,Seller455,Surabaya,Popeyes,Coffee,18,User7380,933,Jakarta,Excellent,1.6,74.09,37
456,Seller456,Bandung,Taco Bell,Sandwich,25,User8744,4126,Bandung,Poor,3.69,60.71,120
457,Seller457,Surabaya,Subway,Salad,32,User6327,9910,Surabaya,Excellent,1.48,50.29,482
458,Seller458,Surabaya,Panera Bread,Donut,28,User6093,1418,Jakarta,Excellent,3.34,80.73,914
459,Seller459,Surabaya,Jack in the Box,Coffee,35,User9457,5299,Surabaya,Average,2.22,20.66,261
460,Seller460,Bandung,Wendy's,Pasta,41,User9636,9403,Bandung,Poor,4.53,89.44,777
461,Seller461,Bandung,Chipotle,Salad,21,User9649,9879,Jakarta,Average,4.64,76.15,696
462,Seller462,Surabaya,Starbucks,Taco,26,User1801,4780,Jakarta,Average,4.44,32.42,33
463,Seller463,Surabaya,Sonic Drive-In,Taco,17,User894,7024,Bandung,Poor,2.82,55.19,808
464,Seller464,Surabaya,Wendy's,Salad,17,User5596,9973,Surabaya,Poor,2.71,63.96,638
465,Seller465,Jakarta,Popeyes,Donut,46,User6303,3770,Surabaya,Good,4.6,86.32,946
466,Seller466,Bandung,Domino's Pizza,Burger,37,User9366,477,Bandung,Average,1.14,52.38,88
467,Seller467,Jakarta,Sonic Drive-In,Pizza,15,User5434,6057,Jakarta,Poor,4.86,67.28,400
468,Seller468,Bandung,Taco Bell,Salad,17,User3723,7181,Jakarta,Poor,2.39,88.64,760
469,Seller469,Surabaya,Burger King,Pizza,48,User9233,9040,Surabaya,Poor,1.06,83.41,730
470,Seller470,Jakarta,Panda Express,Salad,43,User789,7136,Bandung,Average,4.81,61.42,944
471,Seller471,Jakarta,Chick-fil-A,Burger,48,User6857,8063,Jakarta,Average,1.99,85.68,745
472,Seller472,Jakarta,Pizza Hut,Pasta,17,User6077,9753,Bandung,Average,2.43,67.02,680
473,Seller473,Jakarta,Subway,Taco,37,User4877,99,Bandung,Poor,4.34,81.21,984
474,Seller474,Jakarta,Panera Bread,Taco,36,User4715,3518,Jakarta,Excellent,1.56,83.43,438
475,Seller475,Bandung,Wendy's,Burger,38,User3827,4362,Jakarta,Excellent,2.31,34.84,181
476,Seller476,Bandung,Wendy's,Pizza,19,User9070,2966,Bandung,Poor,2.64,26.27,442
477,Seller477,Surabaya,Panda Express,Chicken,20,User905,1082,Surabaya,Good,2.26,56.76,759
478,Seller478,Jakarta,Taco Bell,Taco,17,User4328,8256,Surabaya,Average,3.89,80.36,101
479,Seller479,Surabaya,McDonald's,Burger,52,User6329,5132,Jakarta,Excellent,2.24,57.04,342
480,Seller480,Bandung,Starbucks,Salad,36,User6561,6354,Surabaya,Excellent,3.01,45.32,898
481,Seller481,Bandung,Chipotle,Burger,57,User1849,9861,Bandung,Average,4.58,92.17,695
482,Seller482,Jakarta,McDonald's,Sandwich,48,User2529,8776,Jakarta,Average,2.57,25.04,686
483,Seller483,Jakarta,Starbucks,Burger,43,User5574,6479,Bandung,Good,3.76,5.01,1
484,Seller484,Bandung,Subway,Pizza,17,User4025,5023,Jakarta,Excellent,2.99,28.41,781
485,Seller485,Surabaya,Five Guys,Salad,38,User4021,3571,Jakarta,Excellent,3.66,46.12,274
486,Seller486,Surabaya,Arby's,Salad,51,User2444,1386,Surabaya,Excellent,3.94,15.19,17
487,Seller487,Jakarta,Taco Bell,Salad,28,User2296,6746,Surabaya,Excellent,4.87,58.27,307
488,Seller488,Surabaya,Burger King,Pizza,41,User2782,4488,Surabaya,Good,4.91,66.67,185
489,Seller489,Jakarta,Pizza Hut,Chicken,21,User7638,1611,Surabaya,Excellent,3.54,37.07,711
490,Seller490,Jakarta,Sonic Drive-In,Pasta,59,User3304,7045,Bandung,Average,1.57,38.52,111
491,Seller491,Surabaya,Arby's,Pasta,37,User8207,6485,Jakarta,Good,3.81,91.6,972
492,Seller492,Surabaya,Panera Bread,Pizza,51,User5570,8673,Bandung,Excellent,4.39,8.46,855
493,Seller493,Surabaya,Popeyes,Taco,55,User1389,8364,Bandung,Excellent,3.06,19.03,803
494,Seller494,Bandung,McDonald's,Chicken,50,User7522,7870,Bandung,Average,2.71,74.33,314
495,Seller495,Bandung,Panera Bread,Sandwich,46,User51,3070,Bandung,Excellent,1.82,21.89,570
496,Seller496,Surabaya,McDonald's,Coffee,16,User2947,4727,Surabaya,Average,1.76,71.99,262
497,Seller497,Bandung,Sonic Drive-In,Sandwich,36,User1102,7257,Surabaya,Good,4.46,66.73,158
498,Seller498,Surabaya,Five Guys,Donut,36,User2625,3540,Surabaya,Average,2.28,77.87,77
499,Seller499,Bandung,Panda Express,Donut,51,User1906,9796,Surabaya,Average,3.55,41.43,253
500,Seller500,Surabaya,Five Guys,Coffee,23,User7777,6442,Bandung,Average,1.87,13.66,336
501,Seller501,Surabaya,Panda Express,Taco,36,User1558,8639,Jakarta,Excellent,4.29,37.37,166
502,Seller502,Surabaya,Five Guys,Sandwich,49,User4248,5530,Bandung,Excellent,2.81,22.07,734
503,Seller503,Jakarta,Popeyes,Donut,28,User8875,9130,Jakarta,Average,4.35,53.19,431
504,Seller504,Surabaya,KFC,Ice Cream,28,User7810,9607,Jakarta,Average,3.61,83.46,729
505,Seller505,Bandung,Chick-fil-A,Taco,15,User8259,1761,Surabaya,Poor,3.64,71.89,385
506,Seller506,Bandung,Arby's,Coffee,20,User3320,3157,Jakarta,Excellent,3.73,50.81,365
507,Seller507,Surabaya,Dunkin' Donuts,Taco,17,User3213,4467,Jakarta,Good,1.73,86.29,552
508,Seller508,Bandung,Chick-fil-A,Burger,49,User8149,6171,Surabaya,Excellent,2.52,42.84,430
509,Seller509,Bandung,Subway,Coffee,57,User1024,116,Jakarta,Excellent,2.6,94.18,424
510,Seller510,Jakarta,Chick-fil-A,Pasta,35,User8573,9521,Bandung,Average,4.34,28.63,421
511,Seller511,Surabaya,Popeyes,Burger,30,User9366,224,Jakarta,Good,3.95,20.66,721
512,Seller512,Surabaya,Chipotle,Burger,22,User7324,3257,Surabaya,Average,1.93,74.96,147
513,Seller513,Surabaya,KFC,Ice Cream,22,User8465,7475,Jakarta,Poor,2.17,81.57,572
514,Seller514,Surabaya,Sonic Drive-In,Coffee,39,User8403,5491,Jakarta,Poor,1.4,16.81,413
515,Seller515,Surabaya,Chick-fil-A,Salad,27,User6068,72,Surabaya,Good,2.63,35.54,811
516,Seller516,Surabaya,Sonic Drive-In,Salad,35,User8025,3200,Surabaya,Good,2.05,28.46,967
517,Seller517,Bandung,KFC,Donut,27,User792,1541,Jakarta,Good,2.61,76.79,427
